comment_id	parent_id	author_name	author_url	comment_text	published_at	like_count
UgxmvqWahj9JdSWawM14AaABAg		@esemeyef15	https://yt3.ggpht.com/ytc/AIdro_momCzWinqemrHVRkrALpkqOgWMuuCZmQETvZkxuCGOrH4d_knhnFbGxobnamVu-3gWDA=s48-c-k-c0x00ffffff-no-rj	"Literally 'the calm before the storm'"	"2025-02-24T09:47:20Z"	1
UgyghfTS4a1BPIJeuZd4AaABAg		@meg-u8d	https://yt3.ggpht.com/x_kcPu3QPDEm9LcOSpQG3j0TjjnStHbrmJj2X7VMk8yP6cU4ty5zuLK4xViqGehL4ggzQITX=s48-c-k-c0x00ffffff-no-rj	"Bro the first part of this song is so nostalgic to me. It reminds me of the good and the bad times of 2021 and it makes me realize that I'll never be 11 again. BRO TAKE ME BACK."	"2025-02-22T23:30:43Z"	1
Ugwo2G2NEZHnrrmpnjJ4AaABAg		@DABunniefufu	https://yt3.ggpht.com/JGDHhvWBegQFJunO-RSI1ce40XhoinqzmQMjbSo_U9sFv1Z9IJ8mOc-DzUw-Sl8oZJh1DLw3jg=s48-c-k-c0x00ffffff-no-rj	"In 4:11 she's laughing then after she screaming :/ don't know how to feel about that..."	"2025-02-22T21:03:59Z"	1
UgzDEEnc7DK00WPzjfh4AaABAg		@eloise-charlie	https://yt3.ggpht.com/yoAXYUTaeO3UAHElWAiYnhDzNZmUP3iJ0cbmQ3bjKPcyZ0WnlP2cySezRw5DWlKNXF3o48Hq-g=s48-c-k-c0x00ffffff-no-rj	"i absolutely adore her and her music"	"2025-02-21T14:14:23Z"	0
Ugxx1Il4lLzVfr--YFJ4AaABAg		@ashie-c2d	https://yt3.ggpht.com/mvugwcXO0ls3dAn69jz_mgLHlOWQV_U1sM7x-F2N6fkp-Gf6TtWAAOBI4AsbGDzIY4mHtcrwjnM=s48-c-k-c0x00ffffff-no-rj	"you made me hate this city."	"2025-02-19T22:56:04Z"	0
UgwYkZpRWik7SlrqkIF4AaABAg		@sanemdellons	https://yt3.ggpht.com/V_IJpxd5qrB3qd9rWRmR9n5jpTdpEuIH6zKZaJKqQzqa1dod5fGTEKhqVD0C1Td1AXlcSufp=s48-c-k-c0x00ffffff-no-rj	"Happier than eveeeerr ❤"	"2025-02-19T16:01:20Z"	0
UgyP1vnAeO_mFojz8LF4AaABAg		@h4waz	https://yt3.ggpht.com/ytc/AIdro_nL94ea67Hi3GW-iziYv1-1_2XvdHGl-q3XyWvgONL99uU02VEiJ93PZG-qHN1GQlkCiA=s48-c-k-c0x00ffffff-no-rj	"oh em gee"	"2025-02-17T11:17:36Z"	0
Ugyh8EcLo0teOoW0SZ14AaABAg		@andreaspitzke6915	https://yt3.ggpht.com/ytc/AIdro_kY2O6W70KsNJSIIM47pnR9Yh4ZMvU-Ak6OArkBGh4=s48-c-k-c0x00ffffff-no-rj	"this song reminds me of my deadbeat dad."	"2025-02-17T07:27:17Z"	0
UgyFdO2_amvHdFoDvnt4AaABAg		@twistedmindswr1159	https://yt3.ggpht.com/ytc/AIdro_lU1Hju54aMYj0YcniyXeSOzA3KQHuErSYW19PHsM4BAj4=s48-c-k-c0x00ffffff-no-rj	"Whos here after vincent posted singing this on tt? 😂"	"2025-02-14T16:08:40Z"	0
UgzfMkR3H_zTLPfHz-J4AaABAg		@Ereeelah15	https://yt3.ggpht.com/AEOCJhta30bfWjupNcZFvbMVPHzPli92P_qMZd1SSzwgcEFaSXPYZlOSxHj_Op3HltUjwAxY=s48-c-k-c0x00ffffff-no-rj	"""all you did was made me fucking sad"" hits hard"	"2025-02-14T10:51:43Z"	1
UgyxOcFdURCDGiF-yRB4AaABAg		@The_Hehe_man1206	https://yt3.ggpht.com/3r9M7SohPFGE7fJV5mYYmeAhLliY2e7E3DdcvBAEe8Tt1qh6shQ2VvLj_hta4WiVX2jeXqX8=s48-c-k-c0x00ffffff-no-rj	"this song made me cry a million times and i wont get over it."	"2025-02-14T06:01:41Z"	0
