comment_id	parent_id	author_name	author_url	comment_text	published_at	like_count
UgxXKMaKPWHEANIrsLt4AaABAg		@SophiaLin-wi9fe	https://yt3.ggpht.com/ytc/AIdro_nn2r27xgt-QLsA4NOafS588bIhGJEP80r8XEC4pJEMwtmsmIosL5hG9gzQ2AyEbG8G0A=s48-c-k-c0x00ffffff-no-rj	"It's like the second and first half of the song are completely different songs. I love it!"	"2025-02-24T01:52:10Z"	1
Ugy9gGG_V3ZGoevCwiB4AaABAg		@GiovannyRománLira	https://yt3.ggpht.com/3aTVRfT8n8xznxTEreUe7UqWIWkCABscTMDU1484PCdb3Rb2TuwGuPaoSq6lyTDAVthW4HsSNw=s48-c-k-c0x00ffffff-no-rj	"💖💖💖"	"2025-02-24T01:24:06Z"	0
UgzBZsMX0E8Iz14w34h4AaABAg		@EsterOliveira-n9l	https://yt3.ggpht.com/ytc/AIdro_kIlEeQ4OACNIy4MLudGsL9DTagn5RKE7hatI9E0_FFdCTBbMQSp-RsS-u8gOIa7AM2aQ=s48-c-k-c0x00ffffff-no-rj	"2025"	"2025-02-23T18:09:11Z"	0
UgxHJtCAQD7wFwQ9EQx4AaABAg		@gretarodella8105	https://yt3.ggpht.com/ytc/AIdro_kqNEIU962Hu9HqOOZoy4Y8ATdrQ33Sfrv9hQZ9HZDkcv70=s48-c-k-c0x00ffffff-no-rj	"2025 still here"	"2025-02-22T18:02:14Z"	4
UgzxK-6SPPYBnmWKTS14AaABAg		@rtghghkfss3709	https://yt3.ggpht.com/ytc/AIdro_ktgf3psRkAgKqgtBrHqhFCpTwn8CtlBGMPzkRqQ28gVAm_OArHXAgXv_ztPUnBWg1sIA=s48-c-k-c0x00ffffff-no-rj	"💙"	"2025-02-22T14:53:17Z"	0
UgzFnOqc9WN4hx3LKXd4AaABAg		@Iloveyouturtlebay69	https://yt3.ggpht.com/ytc/AIdro_nsrz4zSg5dCaCCnEm7_KS4-_Sfa1doGWI7EyxUDUrudZ1ahvhxsdDwvXeOce18W0Drwg=s48-c-k-c0x00ffffff-no-rj	"Love you girl. Love Billie eilish ❤❤❤"	"2025-02-21T09:08:58Z"	2
UgzFnOqc9WN4hx3LKXd4AaABAg.AEn_eX6iEbXAErsB5M6kJX	UgzFnOqc9WN4hx3LKXd4AaABAg	@Iloveyouturtlebay69	https://yt3.ggpht.com/ytc/AIdro_nsrz4zSg5dCaCCnEm7_KS4-_Sfa1doGWI7EyxUDUrudZ1ahvhxsdDwvXeOce18W0Drwg=s48-c-k-c0x00ffffff-no-rj	"I love my Billie eilish. Her songs are amazing ❤"	"2025-02-23T01:07:48Z"	0
UgyM3xVEMMyYbmQnxMN4AaABAg		@MilenaJacob	https://yt3.ggpht.com/ytc/AIdro_kexSU46w6cYLAw7n2skj-kjy6uv4tRLz7Q3K1rsh5kWb6z0DWyfRdUElppkPxsBgt36Q=s48-c-k-c0x00ffffff-no-rj	"Amo suas letras, e a verdade que sua música nos traz, estou no momento mais foda de depressão e sua verdade me ajuda..❤"	"2025-02-21T03:35:12Z"	0
Ugx0ZhYSH6xSnj2lVwZ4AaABAg		@madalinadonici4259	https://yt3.ggpht.com/ytc/AIdro_k8YPeJr_jtYqZuzlRAwtgoTTUonQbZ4SeBWZVb8Cc6Cg=s48-c-k-c0x00ffffff-no-rj	"l'avrò guardato un miliardo di volte ma rimango sempre con la bocca aperta"	"2025-02-20T21:44:59Z"	2
Ugymili_Voork2j8WQB4AaABAg		@robaniawhite2422	https://yt3.ggpht.com/ytc/AIdro_kWWQu3ZvHD1Hen4b4Bwl2X9dL52MhLjJiHcPGKkVWHYMc=s48-c-k-c0x00ffffff-no-rj	"loveeeeeee this performance"	"2025-02-20T05:55:44Z"	1
UgzDiyYpNsAEMXZVi5t4AaABAg		@MartinRomano-sn6my	https://yt3.ggpht.com/ytc/AIdro_kAvXwKhF9W-758960a9XjLrXxvSdrZkX4XZl0vZ0CotMcCwuJe0HKveyMX8NMWQ9UFfw=s48-c-k-c0x00ffffff-no-rj	"Who is the man in the shirt of Billie??"	"2025-02-20T01:15:15Z"	0
UgzDiyYpNsAEMXZVi5t4AaABAg.AEk9e1NI60oAEs4ZWtTbAu	UgzDiyYpNsAEMXZVi5t4AaABAg	@Maria-jp8bj	https://yt3.ggpht.com/ytc/AIdro_mNkj4pW6jUvChG4gBzsrYlBtzdpsU-SuNMu6MPKVmDoCxY2_D05vAOfPJE2IATJUm0Sw=s48-c-k-c0x00ffffff-no-rj	"Taylor Hawkins passed away in 2022"	"2025-02-23T03:04:44Z"	0
UgyeYu4beECP46r31tF4AaABAg		@Joanacalil	https://yt3.ggpht.com/PhMo7yE7UZ3Yw-_fjhN6vuXLqYFi28K5PeRMWx8IDDP6g2yCHqgblRXTOmcws93UiAzdEv9iHg=s48-c-k-c0x00ffffff-no-rj	"It's the perfect show"	"2025-02-19T18:46:52Z"	0
UgzX8aMY1tEctOVV7d54AaABAg		@AnnaliseReibeling	https://yt3.ggpht.com/BMPXow_BojxLy_Jf3aSVsJ9DVaCgm8hTULxR-8XmqQiHlThRGdRSkj5TCkN4W_WvlEsV_Y0U8w=s48-c-k-c0x00ffffff-no-rj	"I love watching all her performances from her years back, this is one of my favssss"	"2025-02-19T01:37:37Z"	1
Ugx8etYe6S0e4smsXeV4AaABAg		@T03SRBLX	https://yt3.ggpht.com/DOxvarUJw3JtH2WpeeOQdGrsD5lLyQcS3wW9YHrBo4_ge3HLynU7cNRtCviMJiHeeLEuh_Vq-A=s48-c-k-c0x00ffffff-no-rj	"Billie laughing while she skips the swears 😂😂😂😂😂"	"2025-02-18T20:49:49Z"	6
UgzaLCZTFfDTK84QVA14AaABAg		@xMacstrina250	https://yt3.ggpht.com/ytc/AIdro_nEWsrchAXZZWObvm6wAg2rgf-8ns9daN8PKVoy5kG-TF8=s48-c-k-c0x00ffffff-no-rj	"2:26 !!!"	"2025-02-18T05:30:03Z"	0
Ugw8FEu0R_j2MjyqMCN4AaABAg		@stardustindigo	https://yt3.ggpht.com/dWE0S6b0mquMNENmltHhIwyeSlCAt7AYkM64Kmp4b3cadvggubgODlSeGMhBlQ3DDGy8NHxK=s48-c-k-c0x00ffffff-no-rj	"Omg ❤"	"2025-02-18T04:34:26Z"	0
UgxqHp1n_yxOe8nLg8N4AaABAg		@EilinjuliettForero	https://yt3.ggpht.com/Ha58kRpoCFeNLaYnCeBPVrQ7E2cJuDSfVJP9t7a5eYMqTleu0yYgFO1k_rWRk07l0cNEfQG4Tg=s48-c-k-c0x00ffffff-no-rj	"2025 💁"	"2025-02-17T22:00:05Z"	1
Ugxw9qivXDm8niIz_gl4AaABAg		@Afireinside912	https://yt3.ggpht.com/3De5Jq7tHFgpir8rtlpyJ9mYhfMBgXZTt6Bm4uuVVmjijqk8yU7bF-yVHOZRyZOoivJVF1bQEPU=s48-c-k-c0x00ffffff-no-rj	"Way better than this years song she did.
She needs a heavier sound like this. It works so much better."	"2025-02-17T18:02:33Z"	2
